"NoProj","PeriodeDate","CodPrg","NomProjet","NomCatg","Nom_Volet","NbStagReel","NoOrgaQue","NoOrgaEtran","NomOrgaQue","NomOrgaEtran","NomPays","VilleQuartier","Lattitude","Longitude","Secteur principal","Domaine","MontantSubvention","Versement1","Versement2","Versement3","Versement4","Versement5","AnnFinaVersement1","AnnFinaVersement2","AnnFinaVersement3","AnnFinaVersement4","AnnFinaVersement5","Statut"
1481,"2005-2006","QSF","Campagne de communication sociale","Stages pluriannuels","spécialisé",7,68,517,"Comité de Solidarité/Trois-Rivières","Institut national d'hygiène, d'épidémiologie et de microbiologie (INHEM)","Cuba","",23.13,-82.36,"Santé","Lutte contre les maladies infectieuses",32773.00,23235.00,6720.00,8593.00,0.00,0.00,"2005-2006","2005-2006","2005-2006","","","Approuvé / Versé"
1482,"2005-2006","QSF","Chargé de projet - Communication sociale","Stages pluriannuels","volontaire international",1,68,439,"Comité de Solidarité/Trois-Rivières","Cubasolar-Ecosol","Cuba","",23.13,-82.36,"Santé","Lutte contre les maladies infectieuses",20116.00,18800.00,1316.00,0.00,0.00,0.00,"2005-2006","2005-2006","","","","Approuvé / Versé"
1483,"2005-2006","QSF","Entre la mer et le désert: des actions solidaires !","Stages annuels","universel",7,92,528,"Comité régional d'éducation pour le développement international de Lanaudière","Caleta Chanavaya","Chili","Région côtière d'Iquique",-33.45,-70.66,"Services sociaux","Culture et loisirs",39501.00,28360.00,8250.00,7581.00,0.00,0.00,"2005-2006","2005-2006","2005-2006","","","Approuvé / Versé"
1484,"2005-2006","QSF","Développement communautaire en milieu rural","Stages annuels","universel",7,92,436,"Comité régional d'éducation pour le développement international de Lanaudière","Association villageoise Fotémogoban","Mali","Dialakoroba",12.65,-8.00,"Multisectoriel/Autre",,42546.00,31160.00,8250.00,8526.00,0.00,0.00,"2005-2006","2005-2006","2005-2006","","","Approuvé / Versé"
1485,"2005-2006","QSF","Développement communautaire et environnement","Stages annuels","universel",7,92,529,"Comité régional d'éducation pour le développement international de Lanaudière","Asentamiento humano Senor de la Picota","Pérou","",-12.04,-77.05,"Multisectoriel/Autre",,39550.00,28360.00,8250.00,8330.00,0.00,0.00,"2005-2006","2005-2006","2005-2006","","","Approuvé / Versé"
1486,"2005-2006","QSF","Armonía con la tierra","Stages annuels","spécialisé",6,92,475,"Comité régional d'éducation pour le développement international de Lanaudière","Fundacion Intercultural Nor Sud","Bolivie","Potosi",-16.49,-68.15,"Agriculture / Foresterie","Production agricole",31884.00,24950.00,4500.00,7759.00,0.00,0.00,"2005-2006","2005-2006","2005-2006","","","Approuvé / Versé"
1487,"2005-2006","QSF","D'un fleuve à l'autre","Stages annuels","spécialisé",6,92,58,"Comité régional d'éducation pour le développement international de Lanaudière","École Instrument de Paix","Niger","Tillabéry",13.51,2.11,"Environnement","Éducation et formation environnementales",34400.00,27350.00,4500.00,7125.00,0.00,0.00,"2005-2006","2005-2006","2005-2006","","","Approuvé / Versé"
1488,"2005-2006","QSF","Renforcement du mouvement paysan","Stages annuels","universel",7,69,530,"Développement et Paix","INADES-Formation Togo","Togo","Ahèpé",6.13,1.22,"Agriculture / Foresterie","Éducation et formation dans le domaine agricole",43285.00,31825.00,8250.00,5660.00,0.00,0.00,"2005-2006","2005-2006","2005-2006","","","Approuvé / Versé"
1489,"2005-2006","QSF","Environnement et développement d'alternatives","Stages annuels","universel",9,69,531,"Développement et Paix","Unidad Ecologica Salvadorena (UNES)","El Salvador","San Julian et Armenia",13.71,-89.20,"Environnement","Éducation et formation environnementales",50625.00,37175.00,9750.00,9625.00,0.00,0.00,"2005-2006","2005-2006","2005-2006","","","Approuvé / Versé"
1490,"2005-2006","QSF","Économie solidaire et beurre de karité","Stages annuels","spécialisé",6,69,532,"Développement et Paix","Centre du Commerce International pour le Développement (CECIDE)","Guinée","Haute Guinée",9.53,-13.68,"Activités génératrices de revenus","Commerce équitable",37434.00,27122.00,7500.00,8137.00,0.00,0.00,"2005-2006","2005-2006","2005-2006","","","Approuvé / Versé"
1491,"2005-2006","QSF","Stage dans le milieu de l'économie solidaire","Stages annuels","réciprocité",2,69,532,"Développement et Paix","Centre du Commerce International pour le Développement (CECIDE)","Guinée","",9.53,-13.68,"Activités génératrices de revenus","Commerce équitable",14390.00,13350.00,2540.00,0.00,0.00,0.00,"2005-2006","2005-2006","","","","Approuvé / Versé"
1492,"2005-2006","QSF","Communication et éducation populaire par la radio","Stages annuels","spécialisé",8,69,443,"Développement et Paix","Coordinadora nacional de radio (CNR)","Pérou","Lima",-12.04,-77.05,"Communications","Radio, télévision, presse écrite",39295.00,33100.00,6000.00,5670.00,0.00,0.00,"2005-2006","2005-2006","2005-2006","","","Approuvé / Versé"
1493,"2005-2006","QSF","Stage en économie solidaire et participation citoyenne","Stages annuels","réciprocité",2,69,441,"Développement et Paix","Centre d'assistance multidisciplinaire (CAMP)","Brésil","",-15.78,-47.91,"Activités génératrices de revenus","Micro-entreprise",12892.00,11950.00,2442.00,0.00,0.00,0.00,"2005-2006","2005-2006","","","","Approuvé / Versé"
1494,"2005-2006","QSF","Animateur pédagogique","Stages annuels","volontaire international",1,73,410,"Fondation Paul Gérin-Lajoie","APRETECTRA","Bénin","",6.48,2.61,"Éducation","Formation des enseignants",17300.00,12400.00,4900.00,0.00,0.00,0.00,"2005-2006","2005-2006","","","","Approuvé / Versé"
1495,"2005-2006","QSF","Initiation au développement local et communautaire","Stages pluriannuels","universel",10,96,142,"Jeunesse Canada Monde / Bureau régional du Québec","Centro Juvenil Promoción Integral (CEJUV)","Mexique","Mexico",19.42,-99.12,"Services sociaux","Services sociaux",41427.00,27138.00,10500.00,10164.00,0.00,0.00,"2005-2006","2005-2006","2005-2006","","","Approuvé / Versé"
1496,"2005-2006","QSF","Santé communautaire","Stages pluriannuels","spécialisé",10,96,301,"Jeunesse Canada Monde / Bureau régional du Québec","Groupe de recherche et d'action pour le bien-être social (GRABS)","Bénin","",6.48,2.61,"Santé","SANTÉ DE BASE",57909.00,43060.00,10500.00,10724.00,0.00,0.00,"2005-2006","2005-2006","2005-2006","","","Approuvé / Versé"
1497,"2005-2006","QSF","Métissage d'approches éducatives","Stages annuels","universel",7,97,504,"Jeunesse du Monde","Réseau d’organismes burkinabè","Burkina Faso","Ouagadougou",12.37,-1.52,"Services sociaux","Services sociaux",33932.00,22546.00,8250.00,8526.00,0.00,0.00,"2005-2006","2005-2006","2005-2006","","","Approuvé / Versé"
1498,"2005-2006","QSF","Métissage d'approches éducatives","Stages annuels","réciprocité",1,97,370,"Jeunesse du Monde","Jeunesse du monde Burkina Faso","Burkina Faso","",12.37,-1.52,"Services sociaux","Services sociaux",6623.00,6150.00,1073.00,0.00,0.00,0.00,"2005-2006","2005-2006","","","","Approuvé / Versé"
1499,"2005-2006","QSF","Un pont entre étudiants et action communautaire","Stages annuels","universel",7,97,351,"Jeunesse du Monde","Servicio Universitario Mundial du Honduras (SUM-H)","Honduras","Tegucigalpa",14.10,-87.21,"Multisectoriel/Autre",,36899.00,25635.00,8250.00,8789.00,0.00,0.00,"2005-2006","2005-2006","2005-2006","","","Approuvé / Versé"
1500,"2005-2006","QSF","Un pont entre les mouvements étudiants et l'action communautaire","Stages annuels","réciprocité",1,97,351,"Jeunesse du Monde","Servicio Universitario Mundial du Honduras (SUM-H)","Honduras","",14.10,-87.21,"Activités génératrices de revenus","Tourisme solidaire",5874.00,5450.00,1024.00,0.00,0.00,0.00,"2005-2006","2005-2006","","","","Approuvé / Versé"
1501,"2005-2006","QSF","La radio communautaire : un outil de développement","Stages annuels","universel",7,97,146,"Jeunesse du Monde","Forum Jeunesse Sénégal (FOJES)","Sénégal","Dakar",14.71,-17.47,"Communications","Radio, télévision, presse écrite",42497.00,31160.00,8250.00,4407.00,0.00,0.00,"2005-2006","2005-2006","2005-2006","","","Approuvé / Versé"
1502,"2005-2006","QSF","La radio communautaire: un outil de développement","Stages annuels","réciprocité",1,97,146,"Jeunesse du Monde","Forum Jeunesse Sénégal (FOJES)","Sénégal","",14.71,-17.47,"Communications","Radio, télévision, presse écrite",6623.00,6150.00,1073.00,0.00,0.00,0.00,"2005-2006","2005-2006","","","","Approuvé / Versé"
1503,"2005-2006","QSF","Des colonies de vacances à saveur éducative","Stages annuels","spécialisé",8,97,359,"Jeunesse du Monde","Chaîne des Foyers St-Nicodème","Cameroun","Douala",3.86,11.51,"Services sociaux","Services sociaux",44855.00,35540.00,6000.00,9125.00,0.00,0.00,"2005-2006","2005-2006","2005-2006","","","Approuvé / Versé"
1504,"2005-2006","QSF","Des colonies de vacances à saveur éducative","Stages annuels","réciprocité",1,97,359,"Jeunesse du Monde","Chaîne des Foyers St-Nicodème","Cameroun","",3.86,11.51,"Services sociaux","Services sociaux",6623.00,6150.00,1073.00,0.00,0.00,0.00,"2005-2006","2005-2006","","","","Approuvé / Versé"
1505,"2005-2006","QSF","Animation en garderie communautaire","Stages annuels","universel",6,197,533,"Mer et Monde","Groupement des femmes Jamono Cheikh Wade","Sénégal","Guédiawaye",14.71,-17.47,"Éducation","Éducation de la petite enfance",37610.00,27350.00,7500.00,7335.00,0.00,0.00,"2005-2006","2005-2006","2005-2006","","","Approuvé / Versé"
1506,"2005-2006","QSF","Expérience en garderie au Québec","Stages annuels","réciprocité",1,197,533,"Mer et Monde","Groupement des femmes Jamono Cheikh Wade","Sénégal","",14.71,-17.47,"Éducation","Éducation de la petite enfance",7195.00,6675.00,1270.00,0.00,0.00,0.00,"2005-2006","2005-2006","","","","Approuvé / Versé"
1507,"2005-2006","QSF","Sensibilisation aux MTS et au sida auprès des enfants de la rue","Stages annuels","universel",6,197,507,"Mer et Monde","Alternativas y oportunidades","Honduras","Tegucigalpa",14.10,-87.21,"Santé","Lutte contre les MST et VIH/Sida",35094.00,24950.00,7500.00,7969.00,0.00,0.00,"2005-2006","2005-2006","2005-2006","","","Approuvé / Versé"
1508,"2005-2006","QSF","Activités maraîchères avec les femmes de Yendane","Stages annuels","spécialisé",6,197,534,"Mer et Monde","Groupement des femmes Teranga Lehar","Sénégal","Yendane-Terokh",14.71,-17.47,"Agriculture / Foresterie","Coopératives agricoles",36770.00,26510.00,7500.00,7335.00,0.00,0.00,"2005-2006","2005-2006","2005-2006","","","Approuvé / Versé"
1509,"2005-2006","QSF","Expérience en activités agricoles au Québec","Stages annuels","réciprocité",1,197,534,"Mer et Monde","Groupement des femmes Teranga Lehar","Sénégal","",14.71,-17.47,"Agriculture / Foresterie","Éducation et formation dans le domaine agricole",7195.00,6675.00,1270.00,0.00,0.00,0.00,"2005-2006","2005-2006","","","","Approuvé / Versé"
1510,"2005-2006","QSF","Acceso a la Salud en la Campo Cielo","Stages annuels","spécialisé",6,197,535,"Mer et Monde","Clinique de santé San Juan Bosco","Honduras","Tegucigalpa",14.10,-87.21,"Santé","Éducation sanitaire",28662.00,21728.00,4500.00,7759.00,0.00,0.00,"2005-2006","2005-2006","2005-2006","","","Approuvé / Versé"
1511,"2005-2006","QSF","Educacion, arte y solidaridad","Stages annuels","universel",10,101,276,"Plan Nagua","Asociacion Christina de Jovenes de Nicaragua (ACJ)","Nicaragua","Managua",12.15,-86.26,"Services sociaux","Culture et loisirs",55871.00,41250.00,10500.00,11246.00,0.00,0.00,"2005-2006","2005-2006","2005-2006","","","Approuvé / Versé"
1512,"2005-2006","QSF","Desarrollo sostenible IV","Stages annuels","universel",10,101,536,"Plan Nagua","Asociación probienestar La Gamba (ASOPROBI)","Costa Rica","La Gamba, Golfito",9.93,-84.08,"Activités génératrices de revenus","Tourisme solidaire",55871.00,41250.00,10500.00,11246.00,0.00,0.00,"2005-2006","2005-2006","2005-2006","","","Approuvé / Versé"
1513,"2005-2006","QSF","Renforcement de projet agroécotouristique I","Stages annuels","réciprocité",1,101,516,"Plan Nagua","Asociacion bijagüena de productores agricolas (ABIPA)","Costa Rica","",9.93,-84.08,"Activités génératrices de revenus","Tourisme solidaire",6446.00,5975.00,1221.00,0.00,0.00,0.00,"2005-2006","2005-2006","","","","Approuvé / Versé"
1514,"2005-2006","QSF","Renforcement de projet agroécotouristique II","Stages annuels","réciprocité",1,101,536,"Plan Nagua","Asociación probienestar La Gamba (ASOPROBI)","Costa Rica","",9.93,-84.08,"Activités génératrices de revenus","Tourisme solidaire",6446.00,5975.00,1221.00,0.00,0.00,0.00,"2005-2006","2005-2006","","","","Approuvé / Versé"
1515,"2005-2006","QSF","Jovenes en accion III (Jeunes en action III)","Stages annuels","spécialisé",7,101,514,"Plan Nagua","Fundacion accion comunitaria Maximo Gomez (FAC)","République dominicaine","Nagua",18.47,-69.90,"Gouvernance et société civile","Renforcement de la société civile",35268.00,26225.00,6225.00,8593.00,0.00,0.00,"2005-2006","2005-2006","2005-2006","","","Approuvé / Versé"
1516,"2005-2006","QSF","Maison des jeunes II","Stages annuels","réciprocité",1,101,514,"Plan Nagua","Fundacion accion comunitaria Maximo Gomez (FAC)","République dominicaine","",18.47,-69.90,"Services sociaux","Services sociaux",5697.00,5275.00,1172.00,0.00,0.00,0.00,"2005-2006","2005-2006","","","","Approuvé / Versé"
1517,"2005-2006","QSF","Vista del Mombacho","Stages annuels","spécialisé",7,101,555,"Plan Nagua","Union de cooperativas agropecurias (UCA Tierra y agua)","Nicaragua","Granada",12.15,-86.26,"Activités génératrices de revenus","Tourisme solidaire",33220.00,26225.00,5250.00,6770.00,0.00,0.00,"2005-2006","2005-2006","2005-2006","","","Approuvé / Versé"
1518,"2005-2006","QSF","Santé et droits des travailleurs haïtiens en République dominicaine","Stages annuels","réciprocité",1,101,452,"Plan Nagua","Movimiento socio cultural de los trabajadores haitianos (MOSCTHA)","République dominicaine","",18.47,-69.90,"Santé","Lutte contre les MST et VIH/Sida",5697.00,5275.00,1172.00,0.00,0.00,0.00,"2005-2006","2005-2006","","","","Approuvé / Versé"
1519,"2005-2006","QSF","Conseiller en microcrédit agricole","Stages annuels","volontaire international",1,101,416,"Plan Nagua","Collectif dominicain des partenaires de Plan Nagua","République dominicaine","",18.47,-69.90,"Activités génératrices de revenus","Micro-crédit",26001.00,24300.00,1701.00,0.00,0.00,0.00,"2005-2006","2005-2006","","","","Approuvé / Versé"
1520,"2005-2006","QSF","Assistante ou assistant à la coordination de l'accompagnement international au Guatemala","Stages annuels","volontaire international",1,221,455,"Projet Accompagnement Québec-Guatemala","Centro de accion legal en derechos humanos (CALDH)","Guatemala","",14.62,-90.52,"Gouvernance et société civile","Droits de la personne",26429.00,12350.00,6175.00,7904.00,0.00,0.00,"2005-2006","2005-2006","2005-2006","","","Approuvé / Versé"
1521,"2005-2006","QSF","Culture maraîchère","Stages annuels","universel",8,102,136,"Solidarité Nord-Sud des Bois-Francs","Association Kilabo","Mali","Dougoulakoro",12.65,-8.00,"Agriculture / Foresterie","AGRICULTURE",48907.00,36300.00,9000.00,9832.00,0.00,0.00,"2005-2006","2005-2006","2005-2006","","","Approuvé / Versé"
1522,"2005-2006","QSF","Agriculture biologique au Québec","Stages annuels","réciprocité",1,102,136,"Solidarité Nord-Sud des Bois-Francs","Association Kilabo","Mali","",12.65,-8.00,"Agriculture / Foresterie","Éducation et formation dans le domaine agricole",7195.00,6675.00,1270.00,0.00,0.00,0.00,"2005-2006","2005-2006","","","","Approuvé / Versé"
1523,"2005-2006","QSF","Santé maternelle et infantile dans le Quiche","Stages annuels","spécialisé",6,102,176,"Solidarité Nord-Sud des Bois-Francs","Medicos Descalzos","Guatemala","",14.62,-90.52,"Santé","Soins en matière de fertilité",35042.00,24950.00,7500.00,7167.00,0.00,0.00,"2005-2006","2005-2006","2005-2006","","","Approuvé / Versé"
1524,"2005-2006","QSF","Santé maternelle et infantile au Québec","Stages annuels","réciprocité",1,102,176,"Solidarité Nord-Sud des Bois-Francs","Medicos Descalzos","Guatemala","",14.62,-90.52,"Santé","Soins en matière de fertilité",6446.00,5975.00,1221.00,0.00,0.00,0.00,"2005-2006","2005-2006","","","","Approuvé / Versé"
1525,"2005-2006","QSF","Démocratie et développement local","Stages annuels","universel",7,105,510,"Solidarité Union Coopération","Association de développement villageois Djiguiya","Mali","Sinsina",12.65,-8.00,"Multisectoriel/Autre",,37827.00,26441.00,8250.00,8526.00,0.00,0.00,"2005-2006","2005-2006","2005-2006","","","Approuvé / Versé"
1526,"2005-2006","QSF","Jeunes créateurs et citoyens du monde","Stages annuels","universel",7,105,540,"Solidarité Union Coopération","La Gran Marcha de los Munecones","Pérou","Comas",-12.04,-77.05,"Gouvernance et société civile","Renforcement de la société civile",35800.00,28360.00,4500.00,8330.00,0.00,0.00,"2005-2006","2005-2006","2005-2006","","","Approuvé / Versé"
1527,"2005-2006","QSF","Environnement dans la sierra péruvienne","Stages annuels","universel",7,105,512,"Solidarité Union Coopération","Comision de gestion del medio ambiente de Huallanca","Pérou","Huallanca",-12.04,-77.05,"Distribution d'eau et assainissement","Traitement des déchets",39501.00,28360.00,8250.00,7581.00,0.00,0.00,"2005-2006","2005-2006","2005-2006","","","Approuvé / Versé"
1528,"2005-2006","QSF","Agronome","Stages annuels","volontaire international",1,105,541,"Solidarité Union Coopération","Organisation Paysanne Hondurienne (OCH)","Honduras","",14.10,-87.21,"Agriculture / Foresterie","Coopératives agricoles",24810.00,23560.00,1250.00,0.00,0.00,0.00,"2005-2006","2005-2006","","","","Approuvé / Versé"
1541,"2005-2006","QSF","Adjoint ou adjointe aux stages Québec sans frontières","Stages annuels","stagiaires OCI",1,96,,"Jeunesse Canada Monde / Bureau régional du Québec",,"Canada-Québec","Montréal",46.84,-71.24,"Concours fournis aux OCI québécois","Appui à la mission des OCI",12240.00,11340.00,900.00,0.00,0.00,0.00,"2005-2006","2005-2006","","","","Approuvé / Versé"
1542,"2005-2006","QSF","Assistant ou assistante au programme Québec sans frontières","Stages annuels","stagiaires OCI",1,97,,"Jeunesse du Monde",,"Canada-Québec","Québec",46.84,-71.24,"Concours fournis aux OCI québécois","Appui à la mission des OCI",13500.00,12600.00,900.00,0.00,0.00,0.00,"2005-2006","2005-2006","","","","Approuvé / Versé"
1543,"2005-2006","QSF","Adjoint ou adjointe aux programmes Québec sans frontières et aux Journées québécoises de la solidarité internationale","Stages annuels","stagiaires OCI",1,197,,"Mer et Monde",,"Canada-Québec","Montréal",46.84,-71.24,"Concours fournis aux OCI québécois","Appui à la mission des OCI",13500.00,12600.00,900.00,0.00,0.00,0.00,"2005-2006","2005-2006","","","","Approuvé / Versé"
1544,"2005-2006","QSF","Adjoint ou adjointe au programme Québec sans frontières","Stages annuels","stagiaires OCI",1,101,,"Plan Nagua",,"Canada-Québec","Québec",46.84,-71.24,"Concours fournis aux OCI québécois","Appui à la mission des OCI",13500.00,12600.00,900.00,0.00,0.00,0.00,"2005-2006","2005-2006","","","","Approuvé / Versé"
1545,"2005-2006","QSF","Agent ou agente à l’éducation","Stages annuels","stagiaires OCI",1,221,,"Projet Accompagnement Québec-Guatemala",,"Canada-Québec","Montréal",46.84,-71.24,"Concours fournis aux OCI québécois","Appui à la mission des OCI",13500.00,12600.00,900.00,0.00,0.00,0.00,"2005-2006","2005-2006","","","","Approuvé / Versé"
1546,"2005-2006","QSF","Agent ou agente d’éducation","Stages annuels","stagiaires OCI",1,209,,"Solidarité Laurentides Amérique centrale",,"Canada-Québec","Saint-Jérôme",46.84,-71.24,"Concours fournis aux OCI québécois","Appui à la mission des OCI",7200.00,3360.00,1680.00,2160.00,0.00,0.00,"2005-2006","2005-2006","2005-2006","","","Approuvé / Versé"
1547,"2005-2006","QSF","Assistant ou assistante à la mission éducative et aux communications","Stages annuels","stagiaires OCI",1,102,,"Solidarité Nord-Sud des Bois-Francs",,"Canada-Québec","Victoriaville",46.84,-71.24,"Concours fournis aux OCI québécois","Appui à la mission des OCI",13500.00,12600.00,900.00,0.00,0.00,0.00,"2005-2006","2005-2006","","","","Approuvé / Versé"
1548,"2005-2006","QSF","Adjoint ou adjointe au programme Québec sans frontières","Stages annuels","stagiaires OCI",1,105,,"Solidarité Union Coopération",,"Canada-Québec","Montréal",46.84,-71.24,"Concours fournis aux OCI québécois","Appui à la mission des OCI",13500.00,12600.00,900.00,0.00,0.00,0.00,"2005-2006","2005-2006","","","","Approuvé / Versé"
1549,"2005-2006","PQDI","Aide d'urgence alimentaire au Niger","Aide d'urgence","",0,100,,"Oxfam-Québec",,"Niger","",13.51,2.11,"Aide d'urgence","Aide alimentaire d'urgence",50000.00,50000.00,0.00,0.00,0.00,0.00,"2005-2006","","","","","Approuvé / Versé"
1551,"2005-2006","PQDI","Projet d'intervention d'urgence et de reconstruction post-Stan au Guatemala  et au El Salvador","Aide d'urgence","",0,82,556,"Centre d'étude et de coopération internationale","Fundacion Solar","Multi-Pays Amérique Latine","",15.00,-80.00,"Aide d'urgence","Aide à la reconstruction",50000.00,50000.00,0.00,0.00,0.00,0.00,"2005-2006","","","","","Approuvé / Versé"
1561,"2005-2006","PQDI","Programme de soutien régional à la santé, à l'éducation - Phase 2","Petits projets","",0,62,92,"L'AMIE (Aide internationale à l'enfance)","Centre du coeur Eucharistique","Haïti","Cap-Haïtien",18.54,-72.33,"Éducation","Éducation de la petite enfance",75000.00,75000.00,0.00,0.00,0.00,0.00,"2006-2007","","","","","Approuvé / Versé"
1562,"2006-2007","PQDI","Appui à la production agricole biologique et à la transformation agroalimentaire dans la région de Cap-Rouge et de Petite rivière de l'Artibonite","Petits projets","",0,76,565,"Alternatives","Plate-forme haïtienne de plaidoyer pour un développement alternatif (PAPDA)","Haïti","Artibonite",18.54,-72.33,"Agriculture / Foresterie","Développement agricole",75000.00,75000.00,0.00,0.00,0.00,0.00,"2006-2007","","","","","Approuvé / Versé"
1567,"2006-2007","PQDI","Renforcement de l'unité de cardiologie à l'hôpital universitaire Justinien","Petits projets","",0,236,570,"Carrefour d'entraide et des retrouvailles du Cap-Haïtien","Hôpital universitaire Justinien","Haïti","Cap-Haïtien",18.54,-72.33,"Santé","Éducation et formation médicales",63488.00,63488.00,0.00,0.00,0.00,0.00,"2006-2007","","","","","Approuvé / Versé"
1568,"2006-2007","PQDI","Reboisement de la commune de Bombardopolis","Petits projets","",0,75,562,"Aide aux aînés Canada (section Québec)","Conseil paroissial de Bombardopolis","Haïti","Bombardopolis",18.54,-72.33,"Agriculture / Foresterie","Éducation et formation en foresterie",47644.00,47644.00,0.00,0.00,0.00,0.00,"2006-2007","","","","","Approuvé / Versé"
1571,"2006-2007","PQDI","Développement économique communautaire par les femmes de la Médina","Grands projets","",0,79,723,"Carrefour International (bureau régional du Québec)","Association des femmes de la Medina (AFEME)","Sénégal","Dakar",14.71,-17.47,"Activités génératrices de revenus","Micro-entreprise",87831.00,60000.00,27831.00,0.00,0.00,0.00,"2006-2007","2007-2008","","","","Approuvé / Versé"
1572,"2006-2007","PQDI","Impulsion à la démocratie participative par des actions en santé dans La Convencion, Cusco","Grands projets","",0,80,571,"Carrefour de solidarité internationale","Ayni Desarrollo","Pérou","Quillabamba",-12.04,-77.05,"Santé","Éducation sanitaire",146557.00,120000.00,26557.00,0.00,0.00,0.00,"2006-2007","2007-2008","","","","Approuvé / Versé"
1575,"2006-2007","PQDI","Femmes indigènes, actrices du développement local","Petits projets","",0,85,467,"Centre de solidarité internationale du Saguenay-Lac-Saint-Jean","Centro de desarollo, difusion e investigacion social (CEDIS)","Équateur","Province de Chimborazo",-0.21,-78.50,"Agriculture / Foresterie","Éducation et formation dans le domaine agricole",64528.00,64528.00,0.00,0.00,0.00,0.00,"2006-2007","","","","","Approuvé / Versé"
1576,"2006-2007","PQDI","Appui au centre de formation en intervention sociale et communautaire en régions éloignées","Petits projets","",0,68,,"Comité de Solidarité/Trois-Rivières",,"Cuba","Bayamo",23.13,-82.36,"Services sociaux","Services sociaux",33609.00,33609.00,0.00,0.00,0.00,0.00,"2006-2007","","","","","Approuvé / Versé"
1578,"2006-2007","PQDI","Intervention d'urgence au Liban.","Aide d'urgence","",0,100,,"Oxfam-Québec",,"Liban","",33.87,35.50,"Aide d'urgence","Aide d'urgence",50000.00,50000.00,0.00,0.00,0.00,0.00,"2006-2007","","","","","Approuvé / Versé"
1580,"2006-2007","PQDI","Consolidation d'une offre de tourisme communautaire dans la communauté de Nuevo Horizonte dans le département de Petén au Guatemala","Grands projets","",0,93,578,"Cuso-Vso","Cooperativa Nuevo Horizonte","Guatemala","Santa Ana, Petén",14.62,-90.52,"Activités génératrices de revenus","Tourisme solidaire",148091.00,120000.00,28091.00,0.00,0.00,0.00,"2006-2007","2008-2009","","","","Approuvé / Versé"
1583,"2006-2007","PQDI","Développement durable par le livre et l'éducation","Grands projets","",0,132,651,"Fondation des parlementaires québécois - Cultures à partager","Bibliothèque nationale d'Haïti","Haïti","Port-au-Prince",18.54,-72.33,"Éducation","Équipements scolaires et formation",130000.00,80000.00,50000.00,0.00,0.00,0.00,"2007-2008","2008-2009","","","","Approuvé / Versé"
1584,"2006-2007","PQDI","Projet intégré pour la promotion des chefs de famille et leurs enfants (PIPROFE)","Grands projets","",0,73,410,"Fondation Paul Gérin-Lajoie","APRETECTRA","Bénin","Grand-Popo",6.48,2.61,"Éducation","Éducation pour une meilleure qualité de vie pour les jeunes et les adultes",105000.00,70000.00,35000.00,0.00,0.00,0.00,"2006-2007","2008-2009","","","","Approuvé / Versé"
1588,"2006-2007","PQDI","Sensibilisation sida par le cirque et le conte","Grands projets","",0,97,359,"Jeunesse du Monde","Chaîne des Foyers St-Nicodème","Burkina Faso","Douala",12.37,-1.52,"Santé","Lutte contre les MST et VIH/Sida",69100.00,69100.00,0.00,0.00,0.00,0.00,"2006-2007","","","","","Approuvé / Versé"
1590,"2006-2007","PQDI","Réinsertion/réintégration socio-économique des enfants soldats (ES) dans la région du Nord Kivu","Grands projets","",0,100,590,"Oxfam-Québec","Concert d'actions pour jeunes et enfants défavorisés (CAJED)","République démocratique du Congo","Nord Kivu",-4.32,15.31,"Services sociaux","Enfants soldats (prévention et démobilisation)",200000.00,100000.00,100000.00,0.00,0.00,0.00,"2006-2007","2007-2008","","","","Approuvé / Versé"
1591,"2006-2007","PQDI","Concertation pour l'amélioration de l'éducation de base dans la région du Nord et Nord-Est d'Haïti","Grands projets","",0,101,92,"Plan Nagua","Centre du coeur Eucharistique","Haïti","Cap Haïtien",18.54,-72.33,"Éducation","Éducation de la petite enfance",80000.00,60000.00,20000.00,0.00,0.00,0.00,"2006-2007","2007-2008","","","","Approuvé / Versé"
1593,"2006-2007","PQDI","Projet d'appui aux communautés des Palmes et de Delatte pour une augmentation et une meilleure valorisation de leur production caféière","Grands projets","",0,104,588,"Regroupement des organismes canado-haïtiens pour le développement","Concertation et action pour le développement CONCERT-ACTION","Haïti","Petit-Goâve",18.54,-72.33,"Agriculture / Foresterie","Production agricole",120000.00,100000.00,20000.00,0.00,0.00,0.00,"2006-2007","2010-2011","","","","Approuvé"
1596,"2006-2007","PQDI","Le Machete Verde, une approche de développement durable pour les paysans et paysannes du Honduras et du Nicaragua","Grands projets","",0,105,541,"Solidarité Union Coopération","Organisation Paysanne Hondurienne (OCH)","Nicaragua","Madriz",12.15,-86.26,"Agriculture / Foresterie","Éducation et formation dans le domaine agricole",198525.00,120000.00,78525.00,0.00,0.00,0.00,"2006-2007","2007-2008","","","","Approuvé / Versé"
1598,"2006-2007","PQDI","Salle multifonctionnelle à Gisenyi","Petits projets","",0,106,592,"Terre sans frontières","Vision jeunesse nouvelle","Rwanda","Gisenyi",-1.95,30.06,"Éducation","Équipements scolaires et formation",72000.00,72000.00,0.00,0.00,0.00,0.00,"2006-2007","","","","","Approuvé / Versé"
